,Date,Time,Location,Operator,Flight #,Route,AC Type,Aboard,Fatalities,Ground,Year,AC mfr,Departure,Arrival
4049,1996-02-05,0950,"St. Johns, Arizona",business air connection,?,"St. Johns, AZ - Brownsville, TX",ConvairCV-440,4.0,4.0,0,1996,convaircv-440,"St. Johns, AZ","Brownsville, TX"
4050,1996-02-06,2347,"Off Puerto Plata, Domincan Republic","alas nacionales, leased from birgen air",301,Puerto Plata - Gander,Boeing B-757-225,189.0,189.0,0,1996,boeing,Puerto Plata,Gander
4051,1996-02-11,?,"Near Kandahar, Afghanistan",military,?,?,?,20.0,20.0,0,1996,?,?,?
4052,1996-02-12,1201,"Port-au-Prince, Hati",hati express,?,Port-au-Prince - Cap Haitien,GAF Nomad N-24A,15.0,11.0,0,1996,gaf,Port-au-Prince,Cap Haitien
4053,1996-02-26,1900,"Near Jabal Awliya, Sudan",military,?,El Obeid - Khartoum,Lockheed C-130H,91.0,91.0,0,1996,lockheed,El Obeid,Khartoum
4054,1996-02-27,0540,"Near Lukapa, Angola",aero tropical,?,Ludana - Lukapa,Antonov 12BP,8.0,8.0,0,1996,antonov,Ludana,Lukapa
4055,1996-02-29,2025,"Arequipa, Peru",compania de aviacion faucett sa (peru),251,Lima - Arequipa,Boeing B-737-222,123.0,123.0,0,1996,boeing,Lima,Arequipa
4056,1996-03-09,?,"Near Mesones Muro, Peru",military,?,Condorcanqui - Bagua,Mil Mi-17,23.0,23.0,0,1996,mil,Condorcanqui,Bagua
4057,1996-03-12,?,"Karabogazgol Bay, Turkmenistan",akhal air,?,?,Mil Mi-8T (helicopter),12.0,12.0,0,1996,mil,?,?
4058,1996-04-03,1452,"Near Dubrovnik, Croatia",military,21,Tizla - Dubrovnik,Boeing B-737-T43,35.0,35.0,0,1996,boeing,Tizla,Dubrovnik
4059,1996-04-05,1444,"Near Petropavlovsk, Russia",krasnoyarskie avialinii,?,Novosibirsk - Petropavlovsk,Ilyushin IL-76TD,20.0,20.0,0,1996,ilyushin,Novosibirsk,Petropavlovsk
4060,1996-04-05,?,"Off Matsu Island, Taiwan",formosa airlines,?,Taipei - Matsu Island,Dornier 228-212,17.0,6.0,0,1996,dornier,Taipei,Matsu Island
4061,1996-04-11,0824,"Cheyenne, Wyoming",private,?,"Cheyenne, WY - Lincoln, NE",Cessna 177B,3.0,3.0,0,1996,cessna,"Cheyenne, WY","Lincoln, NE"
4062,1996-05-03,2200,"Near Haj Yousif, Sudan",federal airlines,?,Wadi Halfa - Khartoum,Antonov AN-24,53.0,53.0,0,1996,antonov,Wadi Halfa,Khartoum
4063,1996-05-09,?,"Near Terrace, British Columbia, Canada",buffalo narrows airways,?,?,de Havilland Canada DHC-3 Otter,2.0,2.0,0,1996,de,?,?
4064,1996-05-10,?,"Otaez, Mexico",aeroservicios empresariales de durango,?,Durango - Otaez,de Havilland Canada DHC-6 Twin Otter 200,19.0,16.0,0,1996,de,Durango,Otaez
4065,1996-05-11,1315,"Oumba, Papua New Guinea",milne bay air,?,Menyamya - Marakawa,Britten Norman BN-2A-20 Trislander,10.0,1.0,0,1996,britten,Menyamya,Marakawa
4066,1996-05-11,1415,"Everglades, Miami, Florida",valujet,592,Miami - Atlanta,McDonnell Douglas DC-9-32,110.0,110.0,0,1996,mcdonnell,Miami,Atlanta
4067,1996-05-19,2336,"Griesta, United Kingdom",loganair,?,Inverness - Lerwick,Britten-Norman BN-2A-26 Islander,3.0,3.0,0,1996,britten-norman,Inverness,Lerwick
4068,1996-06-06,?,"Kinshasa, Democratic Republic Congo",hoseba,?,"Kinshasa, Congo - Athens, Greece",Ilyushin 76MD,10.0,10.0,0,1996,ilyushin,"Kinshasa, Congo","Athens, Greece"
4069,1996-06-09,1455,"Rasht, Iran",iran air,?,Training,Boeing 727-286,7.0,7.0,0,1996,boeing,?,?
4070,1996-06-12,1900,"Near Rollingstone, Queensland Australia",military,?,?,Sikorsky S-70 / Sikorsky S-70,28.0,18.0,0,1996,sikorsky,?,?
4071,1996-06-13,1207,"Fukuoka, Japan",garuda indonesia airlines,865,Fukuoka - Denpasar,McDonnell Douglas DC-10-30,275.0,3.0,0,1996,mcdonnell,Fukuoka,Denpasar
4072,1996-06-21,1704,"Shanghai, China",china flying dragon aviation (feilong airlines),?,Dalian - Shanghai,Harbin Yunshuji Y-12-II,12.0,2.0,0,1996,harbin,Dalian,Shanghai
4073,1996-07-06,1542,"Pensacola, Florida",delta airlines,1288,Pensacola - Atlanta,McDonnell Douglas MD-88,142.0,2.0,0,1996,mcdonnell,Pensacola,Atlanta
4074,1996-07-09,1630,"Papua, New Guinea",milne bay air,?,Bosavi - Mendi,de Havilland Canada DHC-6 Twin Otter 300,20.0,20.0,0,1996,de,Bosavi,Mendi
4075,1996-07-11,0900,"Near Kanda, India",archana airlines,?,Delhi - Shimla - Kulu,Let 410,9.0,9.0,0,1996,let,Delhi,Kulu
4076,1996-07-15,1800,"Near Eindhoven, The Netherlands",military,?,"Villafranca, Italy - Eindhoven AB",Lockheed C-130H,41.0,34.0,0,1996,lockheed,"Villafranca, Italy",Eindhoven AB
4077,1996-07-17,2031,"Off East Moriches, New York",trans world airlines,800,New York City - Paris,Boeing B-747-131,230.0,230.0,0,1996,boeing,New York City,Paris
4078,1996-07-17,1635,"Near Playa del Carmen, Mexico",aerolatino (aerocaribe),?,Holvox Island - Playa del Carmen,de Havilland Canada DHC-6 Twin Otter 300,18.0,1.0,0,1996,de,Holvox Island,Playa del Carmen
4079,1996-07-20,1515,"Russian Mission, Alaska",northern air cargo,33,Emmonak - Aniak,Douglas DC-6A,4.0,4.0,0,1996,douglas,Emmonak,Aniak
4080,1996-07-24,?,"Near Mergui, Manmar",myanmar airways,?,Rangoon - Mergui,Fokker F-27 Friendship 600,49.0,8.0,0,1996,fokker,Rangoon,Mergui
4081,1996-08-12,1347,"Markham Bay, Canada",first air,64,Iqaluit - Markham Bay,de Havilland Canada DHC-6 Twin Otter 300,2.0,2.0,0,1996,de,Iqaluit,Markham Bay
4082,1996-08-14,?,"Near Bronson Creek, British Columbia, Canada",air north,?,Bronson Creek - Wrangell,Douglas DC-4,3.0,1.0,0,1996,douglas,Bronson Creek,Wrangell
4083,1996-08-17,2348,"Near Jackson Hole, Wyoming",military,?,"Jackson Hole, WY - New York, NY",Lockheed C-130H Hercules,9.0,9.0,0,1996,lockheed,"Jackson Hole, WY","New York, NY"
4084,1996-08-18,1950,"Near Alliford Bay, British Columbia, Canada2",harbour air,?,Tasu - Alliford,de Havilland Canada DHC-3 Turbo Otter,3.0,3.0,0,1996,de,Tasu,Alliford
4085,1996-08-19,0316,"Belgrade, Yugosalvia",spair air transport,?,Belgrade - Malta,Ilyushin IL-76T,12.0,12.0,0,1996,ilyushin,Belgrade,Malta
4086,1996-08-29,1022,"Near Longyearbyen, Norway",vnokovo airlines,2801,Moscow - Svalbard,Tupolev TU-154M,141.0,141.0,0,1996,tupolev,Moscow,Svalbard
4087,1996-09-25,1637,"Waddenzee, Netherlands",dutch dakota association,?,Texel - Amsterdam,Douglas DC-3C,32.0,32.0,0,1996,douglas,Texel,Amsterdam
4088,1996-10-02,0116,"Off Pasamayo, Peru",aeroperu,603,Lima - Santiago,Boeing B-757-200,70.0,70.0,0,1996,boeing,Lima,Santiago
4089,1996-10-03,?,"Kahemba, Congo",malu aviation,?,?,de Havilland Canada DHC-6 Twin Otter 200,21.0,6.0,0,1996,de,?,?
4090,1996-10-06,?,"Lukapa, Angola",savanair,?,?,Antonov 12B,19.0,6.0,0,1996,antonov,?,?
4091,1996-10-08,1050,"San Francesco al Campo, Italy",aeroflot,9981,"Moscow - Turin, Italy",Antonov An-124,23.0,2.0,2,1996,antonov,Moscow,"Turin, Italy"
4092,1996-10-22,2241,"Manta, Ecuador",million air,?,Manta - Miami,Boeing B-707-323C,4.0,4.0,30,1996,boeing,Manta,Miami
4093,1996-10-26,2045,"Khanty, Russia",tyumen aviatrans,?,Tyumen - Khanty,Yakovlev YAK-40,34.0,5.0,0,1996,yakovlev,Tyumen,Khanty
4094,1996-10-31,0827,"Sao Paolo, Brazil",tam (brazil),402,Sao Paulo - Rio de Janiero,Fokker 100,95.0,95.0,3,1996,fokker,Sao Paulo,Rio de Janiero
4095,1996-11-01,0810,"Near Tikal, Guatemala",transported areos profesionales,?,Guatemala City - Flores,Embraer 110P1 Bandeirante,16.0,16.0,0,1996,embraer,Guatemala City,Flores
4096,1996-11-07,1700,"Lagos, Nigeria",aviation development corporation,086,Port Harcourt - Lagos,Boeing B-727-231,143.0,143.0,0,1996,boeing,Port Harcourt,Lagos
4097,1996-11-07,0929,"Aubusson, France",jetcom s.a.,?,Geneva - Bordeaux,Cessna 421C Golden Eagle,8.0,8.0,0,1996,cessna,Geneva,Bordeaux
4098,1996-11-12,1840,"Near Charkhi Dadri, India",saudi arabian airlines,763/1907,New Delhi - Dhahran / Chimkent - New Delhi,Boeing B-747-168B / Ilyushin IL-76TD,349.0,349.0,0,1996,boeing,New Delhi,New Delhi
4099,1996-11-14,1302,"Bolchaïa Pyssa, Russia",komi avia,?,Most Pyssa - Koslan,Antonov AN-2,15.0,14.0,0,1996,antonov,Most Pyssa,Koslan
4100,1996-11-19,1701,"Quincy, Illinois",united express,5925,"Burlington, IA - Quincy, IA",Beechcraft 1900-C / Beech King Air A90,14.0,14.0,0,1996,beechcraft,"Burlington, IA","Quincy, IA"
4101,1996-11-22,1930,"Off Cape Mendocino, CA",military,?,"San Diego, CA - Portland, OR",Lockheed HC-130P Hercules,11.0,10.0,0,1996,lockheed,"San Diego, CA","Portland, OR"
4102,1996-11-23,1515,"Off Mitsamiouli, Comoros",ethiopian airlines,961,Addis Ababa - Nairobi,Boeing B-767-260ER,175.0,127.0,0,1996,boeing,Addis Ababa,Nairobi
4103,1996-11-27,1154,"Abakan, Siberia, Russia",military,?,Abakan - Petropavlosk - Kamchatsky,Ilyushin IL-76MD,23.0,23.0,0,1996,ilyushin,Abakan,Kamchatsky
4104,1996-11-30,1033,"Medellin, Colombia",aces colombia,148,Medellin - Bahia Solano,de Havilland Canada DHC-6 Twin Otter 300,15.0,14.0,0,1996,de,Medellin,Bahia Solano
4105,1996-12-07,1523,"Banjarmasin, Indonesia",dirgantara air services,?,Banjarmasin - Sampit,CASA 212 Aviocar 100,17.0,16.0,2,1996,casa,Banjarmasin,Sampit
4106,1996-12-09,1803,"Boise, Idaho",emery worldwide,?,Boise - Salt Lake City,Douglas C-47A,2.0,2.0,0,1996,douglas,Boise,Salt Lake City
4107,1996-12-17,?,"Tver, Russia",military,?,St. Petersburg - Krasnodar,Antonov AN-12,18.0,18.0,0,1996,antonov,St. Petersburg,Krasnodar
4108,1996-12-21,2232,"Rio Negro, Colombia",selva,?,Bogota - Medellin,Antonov An-32B,4.0,4.0,0,1996,antonov,Bogota,Medellin
4109,1996-12-22,1810,"Narrows, Virginia",airborne express,827,Test flight,McDonnell Douglas DC-8-63F,6.0,6.0,0,1996,mcdonnell,?,?
4110,1996-12-24,1500,"Near Nellore, India",military,?,Tanbaram AFB - Hyderabad,Hindustan Aeronautics 748-2,22.0,22.0,0,1996,hindustan,Tanbaram AFB,Hyderabad
4111,1996-12-24,1005,"Dorchester, New Hampshire",aircraft charter group inc,?,"Bridgeport, CT - Lebanon, NH",Learjet 35A,2.0,2.0,0,1996,learjet,"Bridgeport, CT","Lebanon, NH"
4112,1997-01-07,1100,"Near Moamoa, Samoa",polynesian airlines,211,Pago Pago - FagaliI,de Havilland Canada DHC-6 Twin Otter 300,5.0,3.0,0,1997,de,Pago Pago,FagaliI
4113,1997-01-09,1554,"Near Monroe, Michigan",comair,3272,Cincinnati - Detroit,Embraer 120RT Brasilia,29.0,29.0,0,1997,embraer,Cincinnati,Detroit
4114,1997-01-29,2310,"Sparrevohn, Alaska",southcentral air,?,St. Marys - Kenai,de Havilland Canada DHC-4A Caribou,2.0,1.0,0,1997,de,St. Marys,Kenai
4115,1997-01-31,?,"Yola, Nigeria",skypower express airways,?,Jos - Yola,Embraer 110P1A Bandeirante,16.0,5.0,0,1997,embraer,Jos,Yola
4116,1997-02-01,1438,"Tambacoumba, Senegal",air senegal,?,Tambacounda - Dakar,Hawker Siddeley HS-748-353 Srs.2a,52.0,25.0,0,1997,hawker,Tambacounda,Dakar
4117,1997-02-02,1730,"Near Quiangala, Angola",force area populaire de angola,?,Luanda - Cafunfo,CASA 212 Aviocar 200,37.0,37.0,0,1997,casa,Luanda,Cafunfo
4118,1997-02-04,1900,Northern Israel,military,?,?,Sikorsky CH53D / Sikorsky CH53D,73.0,73.0,0,1997,sikorsky,?,?
4119,1997-02-14,1234,"Carajas, Brazil",varig,265,Maraba - Carajas,Boeing B-737-2C3,52.0,1.0,0,1997,boeing,Maraba,Carajas
4120,1997-02-19,0306,"Guatemala City, Guatemala",transpolar,?,"Lima, Peru - Guatemala City, Guatemala",IAI 1124 Westwind,5.0,5.0,0,1997,iai,"Lima, Peru","Guatemala City, Guatemala"
4121,1997-03-12,?,"Lucapa, Angola",alada,?,Luanda - Lucapa,Antonov AN-12B,16.0,16.0,0,1997,antonov,Luanda,Lucapa
4122,1997-03-13,1806,"Near Mashhad, Iran",military,?,Dezful - Mashhad,Lockheed C-130HF,88.0,88.0,0,1997,lockheed,Dezful,Mashhad
4123,1997-03-18,1004,"Cherkessk, Russia",stavropol airlines,1023,Stavropol - Trabzon,Antonov AN-24RV,50.0,50.0,0,1997,antonov,Stavropol,Trabzon
4124,1997-04-01,?,"Tegucigalpa, Honduras",military,?,Howard AFB - Tegucigalpa,Lockheed C-130H Hercules,10.0,3.0,0,1997,lockheed,Howard AFB,Tegucigalpa
4125,1997-04-04,0016,"Griffin, Georgia",custom air service,?,Griffin - Americus,Aviation Traders ATL-98 Carvair,2.0,2.0,0,1997,aviation,Griffin,Americus
4126,1997-04-10,2030,"Near Wainwright, Alaska",hageland aviation services,502,Barrow - Wainwright,Cessna 208B Caravan I,5.0,5.0,0,1997,cessna,Barrow,Wainwright
4127,1997-04-14,?,"Brazzaville, Democratic Republic Congo",taag angola airlines,?,Brazzaville - Luanda,Fokker F-27 Friendship 600,7.0,3.0,0,1997,fokker,Brazzaville,Luanda
4128,1997-04-15,?,"Gyandzha, Azerbaijan",azerbaijan airlines,?,Training,Yakovlev 40,6.0,6.0,0,1997,yakovlev,?,?
4129,1997-04-16,?,"Near Sorei, Niger",military,?,Lome - Niamey,Lockheed C-130H Hercules,14.0,14.0,0,1997,lockheed,Lome,Niamey
4130,1997-04-19,0739,"Tanjung Pandan, Indonesia",merpati nusantara airlines,106,Jakarta - Tanjung Pandan,British Aerospace ATP,53.0,15.0,0,1997,british,Jakarta,Tanjung Pandan
4131,1997-04-23,1800,"Near Konduz, Afghanistan",military,?,?,Antonov AN-26,36.0,36.0,0,1997,antonov,?,?
4132,1997-05-08,2128,"Huangtian, China",china southern airlines,3456,Chongqing - Shenzen,Boeing B-737-31B,74.0,35.0,0,1997,boeing,Chongqing,Shenzen
4133,1997-06-06,0735,"Near Irumu, Congo",bazair,?,Bunia - Kisangani,Vickers Viscount 781D,27.0,27.0,0,1997,vickers,Bunia,Kisangani
4134,1997-06-10,?,"Mandalgobi, Mongolia",miat,?,Ulan Bator - Mandalgobi,Harbin Yunshuji Y-12 II,12.0,7.0,0,1997,harbin,Ulan Bator,Mandalgobi
4135,1997-07-03,0349,"Madh Island, India",elbee airlines,?,Mumbai - Banglaor,Fokker F-27 Friendship 200,2.0,2.0,0,1997,fokker,Mumbai,Banglaor
4136,1997-07-06,?,"Near Saravena, Colombia",military,?,?,Mil Mi-17 (helicopter),29.0,25.0,0,1997,mil,?,?
4137,1997-07-09,0930,"Suzano, Brazil",tam (brazil),283,Sao Jose dos Campos - Congonhas,Fokker 100,60.0,1.0,0,1997,fokker,Sao Jose dos Campos,Congonhas
4138,1997-07-11,2155,"Off Santiago de Cuba, Cuba",cubana de aviacion,787,Santiago de Cuba - Havana,Antonov AN-24,44.0,44.0,0,1997,antonov,Santiago de Cuba,Havana
4139,1997-07-17,1156,"Bandung, Indonesia",sempati air,304,Bangdung - Jakarta,Fokker F-27 Friendship 600,50.0,30.0,0,1997,fokker,Bangdung,Jakarta
4140,1997-07-18,1032,"Goroka, New Guinea",goroka air services,?,Chimbu - Goroka,de Havilland Canada DHC-6 Twin Otter 300,4.0,2.0,0,1997,de,Chimbu,Goroka
4141,1997-07-29,?,"Calabar , Nigeria",adc airlines,?,Lagos - Calabar,BAC One-Eleven 203AE,55.0,1.0,0,1997,bac,Lagos,Calabar
4142,1997-07-30,1030,"Florence, Italy",air littoral,701,Nice - Florence,Aerospatiale ATR-42-512,17.0,1.0,0,1997,aerospatiale,Nice,Florence
4143,1997-08-06,0142,"Agana, Guam",korean airlines,801,Seoul - Guam,Boeing B-747-300,254.0,228.0,0,1997,boeing,Seoul,Guam
4144,1997-08-07,1236,"Miami, Florida",fine air,101A,Miami - Santo Domingo,McDonnell Douglas DC-8-61F,4.0,4.0,1,1997,mcdonnell,Miami,Santo Domingo
4145,1997-08-10,0815,"Matsu Island, Taiwan",formosa airlines,7601,Taipei - Matsu,Dornier DO-228-212,16.0,16.0,0,1997,dornier,Taipei,Matsu
4146,1997-08-29,?,"Puerto Inirida, Venezuela",satena,?,San Felipe - Puerto Inirida,Pilatus PC-6 Turbo Porter / Cessna 206,12.0,12.0,0,1997,pilatus,San Felipe,Puerto Inirida
4147,1997-09-03,1400,"Phnom Penh, Cambodia",vietnam airlines,815,Ho Chi Minh City - Phnom Penh,Tupolev TU-134,66.0,65.0,0,1997,tupolev,Ho Chi Minh City,Phnom Penh
4148,1997-09-06,1944,"Near Miri, Malaysia",borneo airways,238,Bandar Seri Begawan - Miri,Dornier 228-212,10.0,10.0,0,1997,dornier,Bandar Seri Begawan,Miri
4149,1997-09-12,?,"Near Uvira, Zaire",tmk air commuter,?,Buknavu - Uvira,de Havilland Canada DHC-6 Twin Otter 300,22.0,22.0,0,1997,de,Buknavu,Uvira
4150,1997-09-13,1710,"Off Namibia, Africa",military,74,Niamey - Windhoek,Tupolev TU-154M / C-141 Starlifter,33.0,33.0,0,1997,tupolev,Niamey,Windhoek
4151,1997-09-26,1334,"Buah Nabar, Indonesia",garuda indonesia airlines,152,Jakarta - Medan,Airbus A300-B4-200,234.0,234.0,0,1997,airbus,Jakarta,Medan
4152,1997-10-08,0723,"Near Montrose, Colorado",scenic airlines,-,"Montrose, CO - Page, AZ",Cessna 208B Caravan I,9.0,9.0,0,1997,cessna,"Montrose, CO","Page, AZ"
4153,1997-10-10,2223,"Nuevo Berlin, Uruguay",austral lineas aeras (argentina),2553,Posadas - Buenos Aires,McDonnell Douglas DC-9-32,74.0,74.0,0,1997,mcdonnell,Posadas,Buenos Aires
4154,1997-10-10,?,"Taipei, Taiwan",military,?,?,Lockheed C-130H Hercules,5.0,5.0,0,1997,lockheed,?,?
4155,1997-10-12,1728,"Monterey Bay, near Pacific Grove, California",private,-,?,Rutan Long EZ (experimental aircraft),1.0,1.0,0,1997,rutan,?,?
4156,1997-10-29,?,"Jalal-Abad, Afghanistan",ariana afghan airlines,?,?,Yakovlev YAK-40,26.0,2.0,0,1997,yakovlev,?,?
4157,1997-11-08,0808,"Near Barrow, Alaska",hageland aviation services,500,Barrow - Wainwright,Cessna 208B Caravan I,8.0,8.0,0,1997,cessna,Barrow,Wainwright
4158,1997-12-05,1446,"Irkutsk-2, Russia",military,?,Irkutsk - Vladivostok,Antonov AN-124-100,23.0,23.0,44,1997,antonov,Irkutsk,Vladivostok
4159,1997-12-09,1526,"Little Grand Rapids, Canada",sowind air,301,Winnipeg - Little Grand Rapids,Embraer 110P1 Bandeirante,17.0,4.0,0,1997,embraer,Winnipeg,Little Grand Rapids
4160,1997-12-13,1705,"La Veriente, Bolivia",stap,?,Villamontes - Santa Cruz,Swearingen SA-226T Metro II,19.0,10.0,0,1997,swearingen,Villamontes,Santa Cruz
4161,1997-12-15,1835,"Sharjah, United Arab Emirates",tajikistan airlines,3183,Dushanbe - Sharjah,Tupolev TU-154,86.0,85.0,0,1997,tupolev,Dushanbe,Sharjah
4162,1997-12-17,1913,"Fotina, Greece",aerosweet airlines (lvov),241,Odessa - Thessaloniki,Yakovlev YAK-42,70.0,70.0,0,1997,yakovlev,Odessa,Thessaloniki
4163,1997-12-19,1613,"Near Palembang, Indonesia",silkair,185,Jakarta - Hatta - Singapore,Boeing B-737-300,104.0,104.0,0,1997,boeing,Jakarta,Singapore
4164,1997-12-20,?,"Tanagra, Greece",military,?,Search mission,Lockheed C-130H Hercules,5.0,5.0,0,1997,lockheed,?,?
4165,1997-12-27,?,"Atlantic Ocean, off Angola",renan airways,?,"Abidjan - Rundu, Nambia",Antonov An-72,5.0,5.0,0,1997,antonov,Abidjan,"Rundu, Nambia"
4166,1997-12-28,2310,Over the Pacific Ocean,united airlines,826,Tokyo - Honolulu,Boeing B-747-122,393.0,1.0,0,1997,boeing,Tokyo,Honolulu
4167,1997-12-31,0745,"Rio Sidra, Panama",parsa,?,Panama City - Rio Sidra,Britten Norman BN-2A Trislander,10.0,10.0,0,1997,britten,Panama City,Rio Sidra
4168,1998-01-13,1830,"Brno, Czech Republic",aeroservice international,?,Gomel - Kunovice,Let 410UVP,2.0,2.0,0,1998,let,Gomel,Kunovice
4169,1998-01-13,2230,"Tor Kach, Pakistan",military,?,Kandahar - Herart,Antonov AN-12BP,51.0,51.0,0,1998,antonov,Kandahar,Herart
4170,1998-01-27,1145,"Yangon (Rangoon), Myanmar",myanmar airways,403,Thandwe - Sittwe,Fokker F-27 Friendship 600,45.0,16.0,0,1998,fokker,Thandwe,Sittwe
4171,1998-02-02,1100,"Cagyan de Oro, Philippines",cebu pacific air,387,Tacloban - Cagayan de Oro,McDonnell Douglas DC-9-32,104.0,104.0,0,1998,mcdonnell,Tacloban,Cagayan de Oro
4172,1998-02-03,15:15,"Near Cavalese, Trento, Italy",military,-,?,Grummand EA-6B,2.0,0.0,20,1998,grummand,?,?
4173,1998-02-04,2217,"Terceira, Portugal",air luxor,?,Terceira - Lisbon,Antonov 12BP,7.0,7.0,0,1998,antonov,Terceira,Lisbon
4174,1998-02-05,1210,"Near Navafria, Spain",military,?,?,CASA 212-S1 Aviocar 100,5.0,5.0,0,1998,casa,?,?
4175,1998-02-12,0830,"Near Nasir, Sudan",military,?,?,Antonov AN-32,57.0,27.0,0,1998,antonov,?,?
4176,1998-02-16,2009,"Taipei, Taiwan",china airlines (taiwan),676,Denpasar - Taipei,Airbus A300-622R,196.0,196.0,7,1998,airbus,Denpasar,Taipei
4177,1998-03-10,1635,"Mombasa, Kenya",air memphis,?,"Mombasa, Kenya - Cairo, Egypt",Boeing 707-336C,6.0,6.0,0,1998,boeing,"Mombasa, Kenya","Cairo, Egypt"
4178,1998-03-18,1931,"Off Hsinchu, Taiwan",formosa airlines,7623,Hsinchu - Kao Hsiung,Saab340B,13.0,13.0,0,1998,saab340b,Hsinchu,Kao Hsiung
4179,1998-03-19,1400,"Near Charasyab, Afghanistan",ariana afghan airlines,?,Dubai - Kandahar - Kabul,Boeing B-727-228,45.0,45.0,0,1998,boeing,Dubai,Kabul
4180,1998-03-22,1942,"Bacolod, Philippines",philippine airlines,137,Manila - Bacolod,Airbus A.320-214,127.0,0.0,3,1998,airbus,Manila,Bacolod
4181,1998-03-28,0935,"Piura, Peru",fuerza aérea del peru,388,Tumbes - Piura,Antonov AN-32,55.0,22.0,1,1998,antonov,Tumbes,Piura
4182,1998-03-31,?,"Near Mexico City, Mexico",linea aérea mexicana de carga,?,?,Convair CV-240-53,4.0,2.0,0,1998,convair,?,?
4183,1998-04-20,1647,"Near Bogota, Colombia",air france,422,Bogota - Quito,Boeing B-727-230,53.0,53.0,0,1998,boeing,Bogota,Quito
4184,1998-05-05,2130,"Andoas, Peru",fuerza aérea del peru,?,Iquitos - Andoas,Boeing B-737-282,88.0,75.0,0,1998,boeing,Iquitos,Andoas
4185,1998-05-12,1930,"Near Nema, Mauritania",military,?,Nema - Nouakchott,Xian Yunshuji Y-7-100C,42.0,39.0,0,1998,xian,Nema,Nouakchott
4186,1998-05-25,1020,"Near Longtiang, Laos",military,?,Vientiane - Xiang Khoang,Yakovlev YAK-40,26.0,26.0,0,1998,yakovlev,Vientiane,Xiang Khoang
4187,1998-05-25,0032,"Indian Trail, North Carolina",air taxi,?,"Charlotte, NC - Monroe, NC",Bell 206L-3,5.0,5.0,0,1998,bell,"Charlotte, NC","Monroe, NC"
4188,1998-05-26,0930,"Near Erdenet, Mongolia",miat,?,Erdenet - Moron,Harbin Yunshuji Y-12 II,28.0,28.0,0,1998,harbin,Erdenet,Moron
4189,1998-06-18,0728,"Montreal, Canada",propair,420,Montreal - Peterborough,Swearingen SA-226TC Metroliner II,11.0,11.0,0,1998,swearingen,Montreal,Peterborough
4190,1998-06-25,0932,"Mt. Waialeale, Hawaii",air taxi,?,Sightseeing,Eurocopter AS-350-BA,6.0,6.0,0,1998,eurocopter,?,?
4191,1998-07-13,2315,"Off Rasal, United Arab Emirates",ati aircompany,?,"Rasal - Nikolaev, Ukraine",Ilyushin 76MD,8.0,8.0,0,1998,ilyushin,Rasal,"Nikolaev, Ukraine"
4192,1998-07-16,2141,"Córdoba, Argentina",alas del sur,?,Tucumán - Córdoba,Rockwell Sabreliner 60,3.0,3.0,0,1998,rockwell,Tucumán,Córdoba
4193,1998-07-17,0415,"Asmara, Eritrea",ukraine aviation transport company,?,"Bourgas, Bulgaria - Asmara, Eritrea",Ilyushin II-76,10.0,10.0,0,1998,ilyushin,"Bourgas, Bulgaria","Asmara, Eritrea"
4194,1998-07-23,?,"Pico de Orizaba, Mexico",military,?,Mexico City - Tuxtla Gutiérrez,Shorts SC-7 Skyvan 3-100,4.0,4.0,0,1998,shorts,Mexico City,Tuxtla Gutiérrez
4195,1998-07-27,?,"Southhampton, England",plane sailing,?,VP-BPS,Consolidated PBY-5A Catalina,18.0,4.0,0,1998,consolidated,VP-BPS,VP-BPS
4196,1998-07-28,?,"Barcelona, Spain",swifair,704,Palma de Mallorca - Barcelona,Swearingen SA.227AC Metro III,2.0,2.0,0,1998,swearingen,Palma de Mallorca,Barcelona
4197,1998-07-29,1600,"Manacapuru River, Brazil",selva taxi aero,?,Tefe - Manaus,Embraer 110 Bandeirante,24.0,5.0,0,1998,embraer,Tefe,Manaus
4198,1998-07-30,1558,"Near Quiberon, France",proteus air,706,Lyon - Lorient,Beechcraft 1900D / Cessna 177,15.0,15.0,0,1998,beechcraft,Lyon,Lorient
4199,1998-07-30,1105,"Kochi, India",alliance airlines,503,Agathi - Kochi - Thiruvananthapuram,Dornier 228-201,6.0,6.0,2,1998,dornier,Agathi,Thiruvananthapuram
4200,1998-08-04,1758,"Kincolith, British Columbia, Canada",harbour air seaplanes ltd.,709,Prince Rupert - Kincolith,de Havilland Dash-2 Beaver,5.0,5.0,0,1998,de,Prince Rupert,Kincolith
4201,1998-08-11,?,"Saurimo, Angola",alada,?,?,Antonov An-12BP,13.0,1.0,0,1998,antonov,?,?
4202,1998-08-19,1640,"Foveaux Strait, New Zealand",vincent aviation,?,Stewart Island - Invercargill,Cessna 402C,10.0,5.0,0,1998,cessna,Stewart Island,Invercargill
4203,1998-08-21,1130,"Near Ghorepani, Nepal",lumbini airways,?,Jomsom - Pokhara,de Havilland Canada DHC-6 Twin Otter 300,18.0,18.0,0,1998,de,Jomsom,Pokhara
4204,1998-08-24,1646,"Pretoria, South Africa",speed service couriers,?,Pretoria - Durban,DC-3-65TP,2.0,1.0,0,1998,dc-3-65tp,Pretoria,Durban
4205,1998-08-24,0835,"Manibagi, Myanmar",myanmar airways,635,Rangoon - Tachilek,Fokker F-27 Friendship 600,44.0,44.0,0,1998,fokker,Rangoon,Tachilek
